ERNv,Host,HighTaxon,LowTaxon,Virus,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,CreationDate,ModificationDate,ProvinceA,PathogenValue
1632,Diachrysia balluca,DNA virus,Baculoviridae,Syngrapha selecta NPV  (SsSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1633,Trichoplusia ni,DNA virus,Baculoviridae,Syngrapha selecta NPV  (SsSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1634,Autographa californica,DNA virus,Baculoviridae,Plusia gamma NPV (PgSNPV),Larva,,Lab,USA,,8/16/2096,12/13/2000,,
1635,Argyrogramma basigera,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,ON,Useful control agent
1636,Autographa californica,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,ON,Useful control agent
1637,Diachrysia balluca,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,ON,Useful control agent
1314,Microplitis croceipes,DNA virus,Baculoviridae,baculovirus,,fat body,,USA,,3/7/2097,2/12/2099,,
1315,Bassaris gonerilla gonerilla,DNA virus,Baculoviridae,NPV,,,,New Zealand,,4/13/2097,2/12/2099,,
1316,Eutorna phaulocosoma,DNA virus,Baculoviridae,NPV,,,,New Zealand,,4/13/2097,2/12/2099,,
1317,Nyctemera annulata,DNA virus,Baculoviridae,GV,,,,New Zealand,,4/13/2097,2/12/2099,,
1318,Persectania aversa,DNA virus,Baculoviridae,GV,,,,New Zealand,,4/13/2097,2/12/2099,,
1319,Artogeia rapae,DNA virus,Baculoviridae,GV,,,,New Zealand,,4/13/2097,2/12/2099,,
1320,Nyctemera annulata,DNA virus,Reoviridae,CPV,,,,New Zealand,,4/13/2097,2/12/2099,,
1321,Zizinia otis labradus,DNA virus,Reoviridae,CPV,,,,New Zealand,,4/13/2097,2/12/2099,,
1322,Chrysodeixis eriosoma,DNA virus,Reoviridae,CPV,,,,New Zealand,,4/13/2097,2/12/2099,,
1323,Sceliodes cordalis,DNA virus,Reoviridae,CPV,,,,New Zealand,,4/13/2097,2/12/2099,,
1324,Vespula germanica,DNA virus,Picornaviridae,Cricket paralysis virus,,,,New Zealand,,4/13/2097,2/12/2099,,
1643,Harrisina brillians,DNA virus,Baculoviridae,Harrisina brillians GV,LarvaAdult,midgut,Field,"USA, Mexico",,6/26/2097,2/12/2099,,
